league,team_id,team_title,gameweek,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,conceded,xpts,result,date,wins,draws,loses,pts,npxGD,adv_id,adv_title,forecast_w,forecast_d,forecast_l,xG_diff,xGA_diff
Bundesliga,287,Holstein Kiel,5,h,1.02971,2.43436,0.271933,2.43436,19.54,19.5,5,11,2,4,0.422,l,2024-09-29 13:30:00,0,0,1,0,-2.162427,132,Eintracht Frankfurt,0.7346,0.1871,0.0783,-0.9702900000000001,-1.5656400000000001
Bundesliga,287,Holstein Kiel,6,a,1.98438,2.5839,1.22661,2.5839,17.35,11.0,0,15,2,2,0.9769,d,2024-10-05 13:30:00,0,1,0,1,-1.3572899999999999,119,Bayer Leverkusen,0.5259,0.2227,0.2514,-0.015619999999999967,0.5838999999999999
Bundesliga,288,St. Pauli,1,h,1.1609,1.16833,1.1609,1.16833,7.96,13.33,2,1,0,2,1.2938,l,2024-08-25 15:30:00,0,0,1,0,-0.007430000000000048,280,FC Heidenheim,0.3518,0.3254,0.3228,1.1609,-0.8316699999999999
Bundesliga,288,St. Pauli,2,a,0.644857,1.0488,0.644857,1.0488,11.33,25.13,4,6,0,1,0.9653,l,2024-08-30 18:30:00,0,0,1,0,-0.40394299999999994,240,Union Berlin,0.4553,0.3344,0.2103,0.644857,0.048799999999999955
Bundesliga,288,St. Pauli,3,a,0.49314,2.61475,0.49314,2.61475,9.72,13.58,9,5,1,3,0.2126,l,2024-09-15 13:30:00,0,0,1,0,-2.12161,121,Augsburg,0.861,0.1022,0.0368,-0.50686,-0.3852500000000001
Bundesliga,288,St. Pauli,4,h,1.67285,0.841324,1.67285,0.841324,19.21,6.17,13,5,0,0,2.0284000000000004,d,2024-09-22 17:30:00,0,1,0,1,0.831526,136,RasenBallsport Leipzig,0.1626,0.2419,0.5955,1.67285,0.841324
Bundesliga,288,St. Pauli,5,a,1.40925,1.10172,1.40925,0.343947,14.87,9.36,3,11,3,0,1.6031,w,2024-09-28 13:30:00,1,0,0,3,1.0653029999999999,135,Freiburg,0.2521,0.3203,0.4276,-1.59075,1.10172
Bundesliga,288,St. Pauli,6,h,0.805413,1.29606,0.805413,1.29606,10.92,12.95,7,5,0,3,0.8960999999999999,l,2024-10-05 16:30:00,0,0,1,0,-0.49064699999999994,125,Mainz 05,0.5047,0.2949,0.2004,0.805413,-1.70394
Serie_A,94,Verona,1,h,1.80536,0.975176,1.80536,0.975176,15.33,6.23,4,6,3,0,2.0865,w,2024-08-18 16:30:00,1,0,0,3,0.830184,105,Napoli,0.1481,0.2346,0.6173,-1.19464,0.975176
Serie_A,94,Verona,2,h,0.878611,1.36151,0.878611,0.600212,19.38,12.24,3,4,0,3,0.8731,l,2024-08-26 18:45:00,0,0,1,0,0.27839900000000006,98,Juventus,0.5017,0.3109,0.1874,0.878611,-1.63849
Serie_A,94,Verona,3,a,2.09653,1.34735,1.33524,1.34735,13.62,12.36,3,4,2,0,1.9606999999999999,w,2024-09-01 16:30:00,1,0,0,3,-0.012110000000000065,101,Genoa,0.1811,0.248,0.5709,0.09653,1.34735
Serie_A,94,Verona,4,a,0.533276,1.79243,0.533276,1.79243,18.76,10.88,0,3,1,2,0.3699,l,2024-09-16 18:45:00,0,0,1,0,-1.259154,96,Lazio,0.7489,0.1917,0.0594,-0.466724,-0.20757000000000003
Serie_A,94,Verona,5,h,0.777792,1.96682,0.777792,1.20552,33.46,7.74,2,7,2,3,0.477,l,2024-09-20 18:45:00,0,0,1,0,-0.4277279999999999,113,Torino,0.7068,0.2013,0.0919,-1.222208,-1.03318
Serie_A,94,Verona,6,a,1.5544,2.47493,0.793105,2.47493,11.09,6.24,3,11,2,3,0.7374,l,2024-09-29 13:00:00,0,0,1,0,-1.6818250000000001,286,Como,0.6066,0.2214,0.172,-0.4456,-0.5250699999999999
Serie_A,94,Verona,7,h,2.10738,1.43755,2.10738,1.43755,8.87,15.27,9,6,2,1,1.8270000000000002,w,2024-10-04 18:45:00,1,0,0,3,0.6698299999999999,265,Venezia,0.2368,0.2313,0.5319,0.10738000000000003,0.4375500000000001
Serie_A,95,Roma,1,a,1.29639,1.30634,1.29639,1.30634,10.68,9.35,3,3,0,0,1.3843,d,2024-08-18 18:45:00,0,1,0,1,-0.009950000000000125,116,Cagliari,0.3391,0.2992,0.3617,1.29639,1.30634
Serie_A,95,Roma,2,h,2.04246,3.0773,2.04246,2.31601,5.85,18.58,13,3,1,2,0.7296,l,2024-08-25 18:45:00,0,0,1,0,-0.27354999999999974,108,Empoli,0.636,0.1812,0.1828,1.0424600000000002,1.0773000000000001
Serie_A,95,Roma,3,a,0.382591,0.415282,0.382591,0.415282,10.71,16.59,5,4,0,0,1.2029999999999998,d,2024-09-01 18:45:00,0,1,0,1,-0.03269099999999997,98,Juventus,0.2508,0.5223,0.2269,0.382591,0.415282
Serie_A,95,Roma,4,a,2.65805,1.59603,2.65805,1.59603,16.46,8.57,10,4,1,1,2.0877000000000003,d,2024-09-15 10:30:00,0,1,0,1,1.0620199999999997,101,Genoa,0.1815,0.1839,0.6346,1.6580499999999998,0.5960300000000001
Serie_A,95,Roma,5,h,2.5658,0.525078,1.8045,0.525078,8.91,19.82,8,6,3,0,2.7259,w,2024-09-22 16:00:00,1,0,0,3,1.2794219999999998,99,Udinese,0.0281,0.0949,0.877,-0.43420000000000014,0.525078
Serie_A,95,Roma,6,h,1.99001,2.02845,1.99001,2.02845,7.59,25.55,9,5,2,1,1.3488,w,2024-09-29 13:00:00,1,0,0,3,-0.03843999999999981,265,Venezia,0.3946,0.2337,0.3717,-0.009989999999999943,1.0284499999999999
Serie_A,95,Roma,7,a,1.47893,1.11968,1.47893,1.11968,5.86,17.3,11,3,1,1,1.6095000000000002,d,2024-10-06 16:00:00,0,1,0,1,0.35925000000000007,271,Monza,0.2479,0.3234,0.4287,0.4789300000000001,0.11968000000000001
Serie_A,96,Lazio,1,h,2.33223,0.789649,1.57093,0.789649,5.88,20.0,6,4,3,1,2.4774000000000003,w,2024-08-18 18:45:00,1,0,0,3,0.7812809999999999,265,Venezia,0.0692,0.1575,0.7733,-0.66777,-0.21035099999999995
Serie_A,96,Lazio,2,a,1.68277,1.11581,1.68277,1.11581,6.2,11.22,4,1,1,2,1.8054,l,2024-08-24 16:30:00,0,0,1,0,0.5669600000000001,99,Udinese,0.2128,0.2781,0.5091,0.6827700000000001,-0.88419
Serie_A,96,Lazio,3,h,2.32967,1.34242,2.32967,1.34242,13.57,12.58,6,5,2,2,2.1557,d,2024-08-31 18:45:00,0,1,0,1,0.9872500000000002,111,AC Milan,0.1393,0.2132,0.6475,0.32967000000000013,-0.65758
Serie_A,96,Lazio,4,h,1.79243,0.533276,1.79243,0.533276,10.88,18.76,3,0,2,1,2.4384,w,2024-09-16 18:45:00,1,0,0,3,1.259154,94,Verona,0.0594,0.1917,0.7489,-0.20757000000000003,-0.466724
Serie_A,96,Lazio,5,a,1.14467,2.85634,1.14467,1.33374,10.73,16.43,1,4,1,2,0.3233,l,2024-09-22 10:30:00,0,0,1,0,-0.18906999999999985,110,Fiorentina,0.8063,0.1289,0.0648,0.14467000000000008,0.8563399999999999
Serie_A,96,Lazio,6,a,2.24735,0.494815,2.24735,0.494815,10.72,6.66,8,11,3,2,2.6768,w,2024-09-29 10:30:00,1,0,0,3,1.752535,113,Torino,0.0318,0.1139,0.8543,-0.75265,-1.505185
Serie_A,96,Lazio,7,h,2.0459,0.912844,1.19334,0.912844,5.27,9.83,7,2,2,1,2.3352,w,2024-10-06 13:00:00,1,0,0,3,0.2804960000000001,108,Empoli,0.07,0.2274,0.7026,0.04590000000000005,-0.08715600000000001
Serie_A,97,Bologna,1,h,3.3102,0.944621,2.5489,0.183322,4.05,23.71,12,1,1,1,2.8110999999999997,d,2024-08-18 16:30:00,0,1,0,1,2.365578,99,Udinese,0.0157,0.0709,0.9134,2.3102,-0.055378999999999956
Serie_A,97,Bologna,2,a,0.544518,2.07052,0.544518,2.07052,6.03,19.12,1,12,0,3,0.3329,l,2024-08-25 18:45:00,0,0,1,0,-1.526002,105,Napoli,0.7787,0.1655,0.0558,0.544518,-0.9294799999999999
Serie_A,97,Bologna,3,h,1.35876,1.11428,1.35876,1.11428,4.77,13.8,2,0,1,1,1.5525,d,2024-08-31 16:30:00,0,1,0,1,0.24448000000000003,108,Empoli,0.2589,0.3354,0.4057,0.35875999999999997,0.11427999999999994
Serie_A,97,Bologna,4,a,1.15087,1.45782,1.15087,1.45782,9.52,13.82,2,3,2,2,1.1302,d,2024-09-14 13:00:00,0,1,0,1,-0.30694999999999983,286,Como,0.4382,0.2776,0.2842,-0.8491299999999999,-0.5421800000000001
Serie_A,97,Bologna,5,a,1.45302,0.707402,1.45302,0.707402,8.27,11.78,5,1,2,1,1.9436999999999998,w,2024-09-22 13:00:00,1,0,0,3,0.745618,271,Monza,0.1519,0.3003,0.5478,-0.54698,-0.292598
Serie_A,97,Bologna,6,h,0.176428,2.47751,0.176428,2.47751,13.79,7.67,2,20,1,1,0.09190000000000001,d,2024-09-28 18:45:00,0,1,0,1,-2.301082,107,Atalanta,0.9269,0.0637,0.0094,-0.823572,1.47751
Serie_A,97,Bologna,7,h,0.835615,1.08533,0.835615,1.08533,6.17,14.3,6,4,0,0,1.0721,d,2024-10-06 13:00:00,0,1,0,1,-0.2497149999999999,230,Parma Calcio 1913,0.4267,0.3239,0.2494,0.835615,1.08533
Serie_A,98,Juventus,1,h,1.30582,0.171238,1.30582,0.171238,15.25,15.92,7,1,3,0,2.3924,w,2024-08-19 18:45:00,1,0,0,3,1.134582,286,Como,0.0388,0.2456,0.7156,-1.69418,0.171238
Serie_A,98,Juventus,2,a,1.36151,0.878611,0.600212,0.878611,12.24,19.38,4,3,3,0,1.816,w,2024-08-26 18:45:00,1,0,0,3,-0.27839900000000006,94,Verona,0.1874,0.3109,0.5017,-1.63849,0.878611
Serie_A,98,Juventus,3,h,0.415282,0.382591,0.415282,0.382591,16.59,10.71,4,5,0,0,1.2747000000000002,d,2024-09-01 18:45:00,0,1,0,1,0.03269099999999997,95,Roma,0.2269,0.5223,0.2508,0.415282,0.382591
Serie_A,98,Juventus,4,a,0.726024,0.601249,0.726024,0.601249,13.79,20.27,3,6,0,0,1.382,d,2024-09-14 16:00:00,0,1,0,1,0.12477499999999997,108,Empoli,0.2754,0.3959,0.3287,0.726024,0.601249
Serie_A,98,Juventus,5,h,0.419301,0.233773,0.419301,0.233773,8.91,16.07,5,1,0,0,1.4373,d,2024-09-21 16:00:00,0,1,0,1,0.18552799999999997,105,Napoli,0.1433,0.5664,0.2903,0.419301,0.233773
Serie_A,98,Juventus,6,a,2.91803,0.385259,2.15673,0.385259,9.43,20.47,8,3,3,0,2.8735,w,2024-09-28 16:00:00,1,0,0,3,1.771471,101,Genoa,0.0089,0.0499,0.9412,-0.0819700000000001,0.385259
Serie_A,98,Juventus,7,h,3.21709,1.045,2.45579,0.283699,6.67,45.1,14,5,1,1,2.7166,d,2024-10-06 10:30:00,0,1,0,1,2.172091,116,Cagliari,0.0308,0.0955,0.8737,2.21709,0.04499999999999993
Serie_A,99,Udinese,1,a,0.944621,3.3102,0.183322,2.5489,23.71,4.05,1,12,1,1,0.118,d,2024-08-18 16:30:00,0,1,0,1,-2.365578,97,Bologna,0.9134,0.0709,0.0157,-0.055378999999999956,2.3102
Serie_A,99,Udinese,2,h,1.11581,1.68277,1.11581,1.68277,11.22,6.2,1,4,2,1,0.9165,w,2024-08-24 16:30:00,1,0,0,3,-0.5669600000000001,96,Lazio,0.5091,0.2781,0.2128,-0.88419,0.6827700000000001
Serie_A,99,Udinese,3,h,1.18455,1.65728,1.18455,0.895985,9.46,6.29,7,4,1,0,0.9823999999999999,w,2024-09-01 18:45:00,1,0,0,3,0.28856499999999996,286,Como,0.4762,0.2945,0.2293,0.18455,1.65728
Serie_A,99,Udinese,4,a,3.08828,0.87968,3.08828,0.87968,12.62,21.54,6,8,3,2,2.7786,w,2024-09-16 16:30:00,1,0,0,3,2.2086,230,Parma Calcio 1913,0.0226,0.0768,0.9006,0.08828000000000014,-1.12032
Serie_A,99,Udinese,5,a,0.525078,2.5658,0.525078,1.8045,19.82,8.91,6,8,0,3,0.1792,l,2024-09-22 16:00:00,0,0,1,0,-1.2794219999999998,95,Roma,0.877,0.0949,0.0281,0.525078,-0.43420000000000014
Serie_A,99,Udinese,6,h,0.984798,2.30465,0.984798,2.30465,18.9,14.76,4,9,2,3,0.5404,l,2024-09-28 13:00:00,0,0,1,0,-1.319852,106,Inter,0.697,0.1843,0.1187,-1.015202,-0.6953499999999999
Serie_A,99,Udinese,7,h,1.56312,0.645952,1.56312,0.645952,5.73,8.54,2,2,1,0,2.1926,w,2024-10-05 13:00:00,1,0,0,3,0.9171680000000001,243,Lecce,0.1098,0.239,0.6512,0.5631200000000001,0.645952
Serie_A,101,Genoa,1,h,2.31286,2.00656,1.40418,2.00656,18.73,7.56,2,7,2,2,1.6357,d,2024-08-17 16:30:00,0,1,0,1,-0.6023799999999999,106,Inter,0.2755,0.2689,0.4556,0.31286000000000014,0.006559999999999899
Serie_A,101,Genoa,2,a,0.660299,0.401371,0.660299,0.401371,15.92,18.0,2,5,1,0,1.5867,w,2024-08-24 18:45:00,1,0,0,3,0.258928,271,Monza,0.1845,0.4299,0.3856,-0.33970100000000003,0.401371
Serie_A,101,Genoa,3,h,1.34735,2.09653,1.34735,1.33524,12.36,13.62,4,3,0,2,0.7913,l,2024-09-01 16:30:00,0,0,1,0,0.012110000000000065,94,Verona,0.5709,0.248,0.1811,1.34735,0.09653
Serie_A,101,Genoa,4,h,1.59603,2.65805,1.59603,2.65805,8.57,16.46,4,10,1,1,0.7283999999999999,d,2024-09-15 10:30:00,0,1,0,1,-1.0620199999999997,95,Roma,0.6346,0.1839,0.1815,0.5960300000000001,1.6580499999999998
Serie_A,101,Genoa,5,a,0.388857,2.33503,0.388857,1.57373,8.21,13.39,2,9,0,2,0.1533,l,2024-09-21 13:00:00,0,0,1,0,-1.184873,265,Venezia,0.8913,0.0864,0.0223,0.388857,0.33503000000000016
Serie_A,101,Genoa,6,h,0.385259,2.91803,0.385259,2.15673,20.47,9.43,3,8,0,3,0.0766,l,2024-09-28 16:00:00,0,0,1,0,-1.771471,98,Juventus,0.9412,0.0499,0.0089,0.385259,-0.0819700000000001
Serie_A,101,Genoa,7,a,0.543171,4.0137,0.543171,3.2524,15.61,11.68,3,18,1,5,0.039400000000000004,l,2024-10-05 16:00:00,0,0,1,0,-2.709229,107,Atalanta,0.9698,0.0256,0.0046,-0.45682900000000004,-0.9863
Serie_A,105,Napoli,1,a,0.975176,1.80536,0.975176,1.80536,6.23,15.33,6,4,0,3,0.6789000000000001,l,2024-08-18 16:30:00,0,0,1,0,-0.830184,94,Verona,0.6173,0.2346,0.1481,0.975176,-1.19464
Serie_A,105,Napoli,2,h,2.07052,0.544518,2.07052,0.544518,19.12,6.03,12,1,3,0,2.5016000000000003,w,2024-08-25 18:45:00,1,0,0,3,1.526002,97,Bologna,0.0558,0.1655,0.7787,-0.9294799999999999,0.544518
Serie_A,105,Napoli,3,h,2.33511,1.90229,2.33511,1.14099,13.26,21.86,13,6,2,1,1.6257,w,2024-08-31 18:45:00,1,0,0,3,1.1941199999999998,230,Parma Calcio 1913,0.3021,0.234,0.4639,0.3351099999999998,0.90229
Serie_A,105,Napoli,4,a,1.42805,0.881581,1.42805,0.881581,10.67,8.88,8,3,4,0,1.8297,w,2024-09-15 16:00:00,1,0,0,3,0.5464690000000001,116,Cagliari,0.2099,0.2703,0.5198,-2.57195,0.881581
Serie_A,105,Napoli,5,a,0.233773,0.419301,0.233773,0.419301,16.07,8.91,1,5,0,0,0.9963000000000001,d,2024-09-21 16:00:00,0,1,0,1,-0.18552799999999997,98,Juventus,0.2903,0.5664,0.1433,0.233773,0.419301
Serie_A,105,Napoli,6,h,1.35886,0.298287,1.35886,0.298287,12.88,30.7,8,0,2,0,2.3403,w,2024-09-29 18:45:00,1,0,0,3,1.060573,271,Monza,0.0621,0.2367,0.7012,-0.64114,0.298287
Serie_A,105,Napoli,7,h,1.91407,0.638474,1.15277,0.638474,17.75,14.8,3,5,3,1,2.4026,w,2024-10-04 16:30:00,1,0,0,3,0.5142960000000001,286,Como,0.0656,0.2003,0.7341,-1.08593,-0.361526
Serie_A,106,Inter,1,a,2.00656,2.31286,2.00656,1.40418,7.56,18.73,7,2,2,2,1.0954,d,2024-08-17 16:30:00,0,1,0,1,0.6023799999999999,101,Genoa,0.4556,0.2689,0.2755,0.006559999999999899,0.31286000000000014
Serie_A,106,Inter,2,h,2.48059,0.335346,1.71929,0.335346,11.35,28.08,12,4,2,0,2.806,w,2024-08-24 18:45:00,1,0,0,3,1.383944,243,Lecce,0.0184,0.0694,0.9122,0.48058999999999985,0.335346
Serie_A,106,Inter,3,h,2.28876,1.17772,2.28876,1.17772,15.23,16.5,9,13,4,0,2.2084,w,2024-08-30 18:45:00,1,0,0,3,1.1110399999999998,107,Atalanta,0.1244,0.2092,0.6664,-1.71124,1.17772
Serie_A,106,Inter,4,a,1.8081,0.217777,1.8081,0.217777,6.94,31.6,5,1,1,1,2.6096000000000004,d,2024-09-15 18:45:00,0,1,0,1,1.5903230000000002,271,Monza,0.0288,0.152,0.8192,0.8081,-0.782223
Serie_A,106,Inter,5,h,0.941382,2.75751,0.941382,2.75751,11.0,37.0,6,8,1,2,0.3627,l,2024-09-22 18:45:00,0,0,1,0,-1.816128,111,AC Milan,0.7901,0.1335,0.0764,-0.05861799999999995,0.7575099999999999
Serie_A,106,Inter,6,a,2.30465,0.984798,2.30465,0.984798,14.76,18.9,9,4,3,2,2.2752999999999997,w,2024-09-28 13:00:00,1,0,0,3,1.319852,99,Udinese,0.1187,0.1843,0.697,-0.6953499999999999,-1.015202
Serie_A,106,Inter,7,h,3.44641,1.29026,3.44641,0.528958,4.84,53.5,11,1,3,2,2.6386000000000003,w,2024-10-05 18:45:00,1,0,0,3,2.917452,113,Torino,0.0482,0.1084,0.8434,0.4464100000000002,-0.70974
Serie_A,107,Atalanta,1,a,2.45909,1.88414,1.69779,1.88414,9.36,15.33,4,6,4,0,1.7961,w,2024-08-19 16:30:00,1,0,0,3,-0.18635000000000002,243,Lecce,0.2563,0.2175,0.5262,-1.5409099999999998,1.88414
Serie_A,107,Atalanta,2,a,3.08667,2.49919,2.32537,2.49919,10.5,16.0,11,5,1,2,1.7514,l,2024-08-25 16:30:00,0,0,1,0,-0.17382000000000009,113,Torino,0.2702,0.219,0.5108,2.08667,0.49919
Serie_A,107,Atalanta,3,a,1.17772,2.28876,1.17772,2.28876,16.5,15.23,13,9,0,4,0.5824,l,2024-08-30 18:45:00,0,0,1,0,-1.1110399999999998,106,Inter,0.6664,0.2092,0.1244,1.17772,-1.71124
Serie_A,107,Atalanta,4,h,2.4507,1.96392,2.4507,1.96392,9.36,12.45,1,4,3,2,1.7109,w,2024-09-15 13:00:00,1,0,0,3,0.48677999999999977,110,Fiorentina,0.2619,0.2517,0.4864,-0.5493000000000001,-0.03607999999999989
Serie_A,107,Atalanta,5,h,1.31694,0.579703,0.555641,0.579703,10.09,9.5,5,3,2,3,2.1162,l,2024-09-24 18:45:00,0,0,1,0,-0.024061999999999917,286,Como,0.1178,0.2652,0.617,-0.68306,-2.420297
Serie_A,107,Atalanta,6,a,2.47751,0.176428,2.47751,0.176428,7.67,13.79,20,2,1,1,2.8444,d,2024-09-28 18:45:00,0,1,0,1,2.301082,97,Bologna,0.0094,0.0637,0.9269,1.47751,-0.823572
Serie_A,107,Atalanta,7,h,4.0137,0.543171,3.2524,0.543171,11.68,15.61,18,3,5,1,2.9349999999999996,w,2024-10-05 16:00:00,1,0,0,3,2.709229,101,Genoa,0.0046,0.0256,0.9698,-0.9863,-0.45682900000000004
Serie_A,108,Empoli,1,h,0.578573,0.327848,0.578573,0.327848,10.04,5.43,0,2,0,0,1.5191,d,2024-08-17 18:45:00,0,1,0,1,0.25072500000000003,271,Monza,0.1725,0.4817,0.3458,0.578573,0.327848
Serie_A,108,Empoli,2,a,3.0773,2.04246,2.31601,2.04246,18.58,5.85,3,13,2,1,2.0892,w,2024-08-25 18:45:00,1,0,0,3,0.27354999999999974,95,Roma,0.1828,0.1812,0.636,1.0773000000000001,1.0424600000000002
Serie_A,108,Empoli,3,a,1.11428,1.35876,1.11428,1.35876,13.8,4.77,0,2,1,1,1.1121,d,2024-08-31 16:30:00,0,1,0,1,-0.24448000000000003,97,Bologna,0.4057,0.3354,0.2589,0.11427999999999994,0.35875999999999997
Serie_A,108,Empoli,4,h,0.601249,0.726024,0.601249,0.726024,20.27,13.79,6,3,0,0,1.2221,d,2024-09-14 16:00:00,0,1,0,1,-0.12477499999999997,98,Juventus,0.3287,0.3959,0.2754,0.601249,0.726024
Serie_A,108,Empoli,5,a,1.02688,1.68655,1.02688,1.68655,12.58,5.74,1,7,2,0,0.8752,w,2024-09-20 16:30:00,1,0,0,3,-0.65967,116,Cagliari,0.5334,0.2623,0.2043,-0.97312,1.68655
Serie_A,108,Empoli,6,h,0.44778,1.25438,0.44778,1.25438,15.91,7.21,1,6,0,0,0.6591,d,2024-09-29 16:00:00,0,1,0,1,-0.8066,110,Fiorentina,0.5865,0.2907,0.1228,0.44778,1.25438
Serie_A,108,Empoli,7,a,0.912844,2.0459,0.912844,1.19334,9.83,5.27,2,7,1,2,0.4374,l,2024-10-06 13:00:00,0,0,1,0,-0.2804960000000001,96,Lazio,0.7026,0.2274,0.07,-0.08715600000000001,0.04590000000000005
Serie_A,110,Fiorentina,1,a,0.81313,1.83796,0.81313,1.83796,10.92,10.21,4,3,1,1,0.6009,d,2024-08-17 16:30:00,0,1,0,1,-1.0248300000000001,230,Parma Calcio 1913,0.6549,0.2172,0.1279,-0.18686999999999998,0.83796
Serie_A,110,Fiorentina,2,h,0.660213,1.01295,0.660213,1.01295,8.85,10.0,8,3,0,0,0.9572,d,2024-08-25 16:30:00,0,1,0,1,-0.35273699999999997,265,Venezia,0.4544,0.3398,0.2058,0.660213,1.01295
Serie_A,110,Fiorentina,3,h,2.41541,0.489982,2.41541,0.489982,9.21,11.93,5,2,2,2,2.7037,d,2024-09-01 16:30:00,0,1,0,1,1.9254280000000001,271,Monza,0.0253,0.1102,0.8645,0.41541000000000006,-1.510018
Serie_A,110,Fiorentina,4,a,1.96392,2.4507,1.96392,2.4507,12.45,9.36,4,1,2,3,1.0374,l,2024-09-15 13:00:00,0,0,1,0,-0.48677999999999977,107,Atalanta,0.4864,0.2517,0.2619,-0.03607999999999989,-0.5493000000000001
Serie_A,110,Fiorentina,5,h,2.85634,1.14467,1.33374,1.14467,16.43,10.73,4,1,2,1,2.5477999999999996,w,2024-09-22 10:30:00,1,0,0,3,0.18906999999999985,96,Lazio,0.0648,0.1289,0.8063,0.8563399999999999,0.14467000000000008
Serie_A,110,Fiorentina,6,a,1.25438,0.44778,1.25438,0.44778,7.21,15.91,6,1,0,0,2.0502000000000002,d,2024-09-29 16:00:00,0,1,0,1,0.8066,108,Empoli,0.1228,0.2907,0.5865,1.25438,0.44778
Serie_A,110,Fiorentina,7,h,1.94286,2.83446,1.18156,1.31187,16.19,5.85,1,5,2,1,0.7903,w,2024-10-06 18:45:00,1,0,0,3,-0.13031000000000015,111,AC Milan,0.5951,0.2122,0.1927,-0.05713999999999997,1.83446
Serie_A,111,AC Milan,1,h,2.1004,0.876602,2.1004,0.876602,16.59,41.67,7,3,2,2,2.299,d,2024-08-17 18:45:00,0,1,0,1,1.223798,113,Torino,0.0886,0.2176,0.6938,0.10040000000000004,-1.123398
Serie_A,111,AC Milan,2,a,2.09812,2.46266,2.09812,2.46266,8.67,26.45,10,7,1,2,1.0941,l,2024-08-24 16:30:00,0,0,1,0,-0.36453999999999986,230,Parma Calcio 1913,0.4745,0.2412,0.2843,1.0981200000000002,0.46266000000000007
Serie_A,111,AC Milan,3,a,1.34242,2.32967,1.34242,2.32967,12.58,13.57,5,6,2,2,0.6311,d,2024-08-31 18:45:00,0,1,0,1,-0.9872500000000002,96,Lazio,0.6475,0.2132,0.1393,-0.65758,0.32967000000000013
Serie_A,111,AC Milan,4,h,2.18898,0.263269,0.666383,0.263269,9.11,20.74,7,3,4,0,2.8226,w,2024-09-14 18:45:00,1,0,0,3,0.403114,265,Venezia,0.012,0.0707,0.9173,-1.81102,0.263269
Serie_A,111,AC Milan,5,a,2.75751,0.941382,2.75751,0.941382,37.0,11.0,8,6,2,1,2.5038000000000005,w,2024-09-22 18:45:00,1,0,0,3,1.816128,106,Inter,0.0764,0.1335,0.7901,0.7575099999999999,-0.05861799999999995
Serie_A,111,AC Milan,6,h,2.43265,0.462274,2.43265,0.462274,13.33,23.0,9,4,3,0,2.6803,w,2024-09-27 18:45:00,1,0,0,3,1.9703760000000001,243,Lecce,0.0341,0.1087,0.8572,-0.5673499999999998,0.462274
Serie_A,111,AC Milan,7,a,2.83446,1.94286,1.31187,1.18156,5.85,16.19,5,1,1,2,1.9974999999999998,l,2024-10-06 18:45:00,0,0,1,0,0.13031000000000015,110,Fiorentina,0.1927,0.2122,0.5951,1.83446,-0.05713999999999997
Serie_A,113,Torino,1,a,0.876602,2.1004,0.876602,2.1004,41.67,16.59,3,7,2,2,0.48339999999999994,d,2024-08-17 18:45:00,0,1,0,1,-1.223798,111,AC Milan,0.6938,0.2176,0.0886,-1.123398,0.10040000000000004
Serie_A,113,Torino,2,h,2.49919,3.08667,2.49919,2.32537,16.0,10.5,5,11,2,1,1.0296,w,2024-08-25 16:30:00,1,0,0,3,0.17382000000000009,107,Atalanta,0.5108,0.219,0.2702,0.49919,2.08667
Serie_A,113,Torino,3,a,1.80895,0.635612,1.80895,0.635612,8.35,16.06,5,10,1,0,2.288,w,2024-08-30 16:30:00,1,0,0,3,1.1733380000000002,265,Venezia,0.1,0.206,0.694,0.8089500000000001,0.635612
Serie_A,113,Torino,4,h,0.447368,1.6617,0.447368,1.6617,9.12,20.93,7,4,0,0,0.3931,d,2024-09-15 13:00:00,0,1,0,1,-1.214332,243,Lecce,0.7277,0.2119,0.0604,0.447368,1.6617
Serie_A,113,Torino,5,a,1.96682,0.777792,1.20552,0.777792,7.74,33.46,7,2,3,2,2.3217,w,2024-09-20 18:45:00,1,0,0,3,0.4277279999999999,94,Verona,0.0919,0.2013,0.7068,-1.03318,-1.222208
Serie_A,113,Torino,6,h,0.494815,2.24735,0.494815,2.24735,6.66,10.72,11,8,2,3,0.2093,l,2024-09-29 10:30:00,0,0,1,0,-1.752535,96,Lazio,0.8543,0.1139,0.0318,-1.505185,-0.75265
Serie_A,113,Torino,7,a,1.29026,3.44641,0.528958,3.44641,53.5,4.84,1,11,2,3,0.253,l,2024-10-05 18:45:00,0,0,1,0,-2.917452,106,Inter,0.8434,0.1084,0.0482,-0.70974,0.4464100000000002
Serie_A,116,Cagliari,1,h,1.30634,1.29639,1.30634,1.29639,9.35,10.68,3,3,0,0,1.3165,d,2024-08-18 18:45:00,0,1,0,1,0.009950000000000125,95,Roma,0.3617,0.2992,0.3391,1.30634,1.29639
Serie_A,116,Cagliari,2,h,1.03532,2.08973,1.03532,2.08973,12.05,14.4,6,8,1,1,0.5676,d,2024-08-26 16:30:00,0,1,0,1,-1.0544099999999998,286,Como,0.6696,0.2118,0.1186,0.03532000000000002,1.0897299999999999
Serie_A,116,Cagliari,3,a,2.09263,2.34113,2.09263,2.34113,3.86,8.28,12,1,0,1,1.1995,l,2024-08-31 16:30:00,0,0,1,0,-0.24849999999999994,243,Lecce,0.4441,0.2341,0.3218,2.09263,1.3411300000000002
